¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351462
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647832
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970362
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322587
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708736
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133926
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604204
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12715
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71203
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37042
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11697
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9705
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95565
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10518
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40097
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59089
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95298
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05766
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74306
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378919
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597153
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831944
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085123
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358966
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655986
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979224
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332295
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719404
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145668
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617269
(324.23, 7.53, 371.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1417
