¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633405
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841838
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961282
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086039
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216437
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352869
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569006
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827284
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105103
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404627
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7164
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986398
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275092
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584454
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916653
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14921
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3562
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5734
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31983
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21056
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31706
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72208
(403.78, 14.89, 310.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71866
