¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52246
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77934
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24809
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78182
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36262
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780237
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092205
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39609
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595952
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844006
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108999
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391788
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694227
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01832
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36643
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71312
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05401
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41907
(417.98, 13.35, 327.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72517
