¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652094
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94705
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269075
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580471
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916903
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282196
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680238
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06863
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46046
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88088
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34176
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98066
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30503
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4515
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88685
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46654
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93158
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24296
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50706
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78153
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06688
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429907
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648058
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876088
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110206
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361958
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633372
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926803
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245201
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556124
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890534
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253562
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648994
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03056
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42155
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83869
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30182
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.936
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26554
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4278
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04386
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60443
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00791
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2627
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52739
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80244
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08841
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418571
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635876
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861217
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094245
¸(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34481
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614842
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906744
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224998
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53219
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864573
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225356
(427.78, 10.18, 360.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618285
