¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07394
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418855
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828999
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19927
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52009
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86342
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23163
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88433
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21254
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57863
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82319
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07885
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34632
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62636
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05025
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53685
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682306
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842048
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011918
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195011
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391526
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601912
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827683
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070534
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309083
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537081
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751031
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978736
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221453
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480764
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770653
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091143
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441695
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854933
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23871
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56214
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90832
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27972
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10251
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27112
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58188
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82656
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08234
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34993
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63016
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0048
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52306
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69653
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85712
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027963
(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210019
ƒ(399.44, 6.84, 364.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406432
