¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27897
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59436
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01728
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0636
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10148
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274403
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45554
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637352
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830736
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040679
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267118
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509792
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770411
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029622
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307962
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615409
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947866
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301296
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67592
(427.35, 10.16, 361.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08357
