¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941779
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.164259
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305793
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456107
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616082
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786584
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968672
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163569
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372618
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597314
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839548
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032297
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147832
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268313
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394033
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525366
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662565
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806086
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956288
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03169
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09252
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155476
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2207
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288208
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358126
(430.82, 10.72, 356.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43043
