¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51623
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78929
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9779
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21207
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29003
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37119
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45562
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111784
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286856
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471022
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667396
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877113
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101521
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342223
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600981
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879848
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175027
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473394
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795756
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144997
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524652
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938725
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34989
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77239
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23264
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74555
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30004
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83772
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42667
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07448
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75201
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23786
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41102
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59046
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77656
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98652
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27063
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36322
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107041
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283999
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468008
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664157
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873631
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097829
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338258
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596708
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875239
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173471
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471715
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793945
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14303
„(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522494
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933235
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34614
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76834
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22822
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7435
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30709
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84546
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43511
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08375
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72826
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8875
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05251
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22352
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40076
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58459
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77518
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02857
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102392
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281301
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465115
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661107
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870368
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094328
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3345
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592671
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870903
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17155
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470438
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792514
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14152
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519697
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927677
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34311
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76507
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22465
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74226
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31527
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85437
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44487
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09447
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40291
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55495
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71239
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87556
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04466
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21995
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40168
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59018
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097845
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278753
…(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462423
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658241
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867303
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09104
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330986
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588897
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86681
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167144
(350.50, 9.08, 315.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469481
