¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78929
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10768
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4472
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80996
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27837
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70038
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10004
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52775
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97657
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3935
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76585
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16026
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57869
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98619
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59832
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55345
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663557
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859457
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068315
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291383
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530155
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786336
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061791
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321375
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551634
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834625
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210792
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621891
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07302
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4914
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82108
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14145
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48311
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84825
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28477
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70659
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10664
(362.60, 10.01, 321.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5348
