¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628983
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859231
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107118
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374756
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664543
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979244
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322205
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714889
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151577
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63586
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14857
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71451
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33249
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02213
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01683
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07575
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13014
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684799
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852198
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027461
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214524
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414557
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628913
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85915
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107038
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374667
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664412
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979125
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322082
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715005
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151687
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635986
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14843
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71432
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33645
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0266
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02837
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13751
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684919
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85227
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027573
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214614
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414638
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629003
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859243
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107148
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374767
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664558
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979286
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323509
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715343
¹(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152066
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636389
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14865
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71462
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34098
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03171
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03994
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25812
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685172
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852484
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027775
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21486
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414907
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629252
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859509
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107449
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375141
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66494
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979669
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326468
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715927
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152733
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637112
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14931
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71532
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34607
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03742
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0516
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38157
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685498
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852821
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028145
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215224
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415303
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629722
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860011
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107962
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375685
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665514
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980334
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329657
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716755
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153628
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638155
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15034
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71648
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35168
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04377
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0633
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50795
(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685936
±(419.24, 13.93, 318.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8533
