¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235167
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673827
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17621
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83724
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61523
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12677
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59529
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09571
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80797
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.72895
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902175
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084312
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276846
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482965
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704077
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941921
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198363
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475636
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77634
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103474
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454984
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818587
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216292
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65308
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14725
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79755
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5696
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16831
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6354
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13914
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68683
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719774
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892422
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075932
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267873
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473373
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69381
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930862
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186402
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462716
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762289
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088205
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43956
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801757
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197853
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632803
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11887
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75839
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52457
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20912
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67698
¶(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18415
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73571
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710728
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882771
(433.25, 11.97, 346.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066427
