¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.418
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12842
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93519
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89807
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97153
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81762
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46111
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28732
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12428
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91742
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83006
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.64451
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.5973
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.5538
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.502
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.46581
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.60843
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322365
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592461
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884444
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20113
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545571
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921644
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333786
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791865
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3056
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87799
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51946
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24336
(381.17, 13.50, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06816
