¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33725
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51231
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.695
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88583
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08529
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29344
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49814
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71212
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07295
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54919
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01873
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49459
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20082
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602084
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84272
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102667
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38429
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690357
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019605
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372426
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664891
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960478
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278431
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621254
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887465
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04424
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20765
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.378
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55571
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7413
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93516
(379.41, 14.09, 303.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13788
