¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001611
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498857
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991623
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19591
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40966
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62784
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85704
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09803
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35282
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62179
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9056
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2055
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52281
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.243147
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410792
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590372
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771119
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979325
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204076
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447383
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711596
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484668
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809789
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167992
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572909
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021401
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520938
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08061
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.334
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54766
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77289
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01014
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25979
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52278
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80018
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09307
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40281
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248426
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.416439
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.596426
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778693
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987487
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212897
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456944
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197214
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49632
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822553
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184355
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59094
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041414
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5433
’(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10578
(395.27, 14.47, 309.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47278
