¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15872
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529795
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941519
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428286
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967633
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543984
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16593
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81195
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54305
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34556
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17133
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23715
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41821
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.514013
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.604003
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.699289
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.800333
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.907652
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.021826
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.14351
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.273445
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.412472
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.561554
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141384
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.329373
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532515
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752652
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991961
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250398
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520187
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822348
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165754
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540292
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953259
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441637
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552631
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17574
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83736
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57201
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3764
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20645
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28201
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63179
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.517095
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.607259
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.702734
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.803983
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.911526
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.025946
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.147898
à(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.278129
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.417482
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.566924
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.147681
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336144
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539851
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760593
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000561
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256217
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526554
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829147
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173316
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5514
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965639
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455671
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983208
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562216
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18667
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8641
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60254
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40905
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24365
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32942
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85541
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.520302
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.610646
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.706318
(350.14, 8.31, 315.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.807782
