¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28632
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76604
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59782
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58348
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1116
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70619
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35192
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03986
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44502
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41784
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39376
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.37277
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34429
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32946
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.31768
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.30894
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771666
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010488
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267943
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546135
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847733
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175717
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533611
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925692
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355199
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796889
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31907
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92689
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49153
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91714
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36625
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85253
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88349
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68858
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22468
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83166
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4787
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17774
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.53237
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50503
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.48081
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4597
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43106
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41613
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40426
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39545
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796743
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037467
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29705
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57767
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881972
Æ(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21299
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574421
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970464
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404094
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850652
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39191
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00879
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57147
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99284
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44799
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05689
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18164
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79647
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34082
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95681
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60909
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32689
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.62358
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59607
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.57171
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.55046
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.52166
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50662
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.49466
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821928
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064633
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326372
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609408
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916492
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250611
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615551
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015631
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453526
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907787
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46566
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0918
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64339
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07029
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53163
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46616
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39464
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90727
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46014
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08034
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74999
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45686
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.7187
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.69103
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.66651
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.64513
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61615
½(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60101
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.58895
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.67982
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847295
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091991
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355908
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641437
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951248
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288531
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657079
(380.12, 13.95, 307.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061302
