¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3917
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.964693
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.277905
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.621803
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.001066
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.421376
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.889693
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.414653
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.00709
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.68079
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28971
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27026
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42322
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68324
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63035
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36082
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27689
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57803
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88035
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19467
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52152
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86163
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17647
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32609
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48365
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64694
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81605
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99123
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17262
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36045
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5549
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75624
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.980032
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.294726
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.640333
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.021573
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.444185
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.915209
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.443375
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.03966
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.7176
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33454
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32269
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48531
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73164
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68488
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7746
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54772
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85589
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16702
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49055
à(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82711
(376.97, 7.92, 344.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17739
