¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204713
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56423
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958081
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391353
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87021
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4022
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99648
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66465
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42128
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28496
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31181
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49389
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87744
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56206
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8484
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83226
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84645
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168115
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782935
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02188
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279393
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557677
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859317
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187277
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545153
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937112
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368237
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844651
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3737
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96459
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6287
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3804
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23813
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25101
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42048
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79197
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31489
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67943
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67783
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09327
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549815
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771274
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009296
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265818
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542974
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843391
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169938
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52619
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91631
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345332
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819253
´(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34545
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93294
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59303
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33987
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19172
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19069
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34793
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7073
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07487
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51299
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52769
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49092
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538975
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759637
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996818
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252323
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52842
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82752
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1527
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507335
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895679
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322564
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794049
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31738
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90154
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55764
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29973
(443.92, 14.60, 260.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1457
