¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041035
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305511
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587368
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867263
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991695
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12086
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25494
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39418
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53888
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70278
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87533
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05523
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24289
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43877
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64336
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85718
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08087
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31503
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56036
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81005
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09708
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554809
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788966
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035794
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270164
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521913
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792857
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085324
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321665
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541388
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774406
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021835
(427.89, 10.16, 360.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285089
