¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82406
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.86705
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.07017
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.04641
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.02526
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.00669
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.99069
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.97726
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.00992
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.05608
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.10505
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33932
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523089
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153762
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37877
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621213
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883889
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169365
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480744
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82162
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204378
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635504
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105793
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627121
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20289
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83484
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55203
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40166
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28211
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24297
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9952
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67784
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.41443
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.4516
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.48462
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328175
(415.99, 14.67, 246.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511112
