¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3703
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64409
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92941
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59587
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20851
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72453
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29327
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89345
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44632
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23807
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31081
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7639
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982701
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23392
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49905
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78271
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089932
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423682
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774893
(372.26, 6.49, 360.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132093
