¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32665
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9778
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76217
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85773
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40971
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69811
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.357919
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.492944
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63577
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.787139
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947751
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119116
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304913
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492689
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695549
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912567
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145241
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395257
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662143
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9408
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241783
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5678
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925255
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353195
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817395
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33211
(428.45, 10.47, 359.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98403
