¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94502
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2996
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73841
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791707
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982559
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187347
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407666
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645279
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902265
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176445
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466444
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782105
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126914
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504992
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93426
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414536
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950918
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55381
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09725
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59477
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92673
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28015
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67707
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797023
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988234
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19346
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414248
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652373
(398.69, 14.69, 309.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909923
