¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89555
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00217
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11256
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155931
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388676
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621532
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831987
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081423
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350896
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642885
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972385
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380202
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833385
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470623
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64484
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80938
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98076
(335.45, 7.19, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15932
