¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747809
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090505
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47377
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896575
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365279
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887624
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47336
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13463
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88694
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75031
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7511
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92483
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25041
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36423
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64531
(441.02, 15.09, 256.49) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 20.95319
(441.02, 15.09, 256.49) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 20.9604
(441.02, 15.09, 256.49) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 20.97074
(441.02, 15.09, 256.49) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 20.98423
(441.02, 15.09, 256.49) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 21.01733
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421791
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64782
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891403
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154668
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439953
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750161
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094787
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4785
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901795
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371085
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894143
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48068
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14293
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89639
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76123
(441.02, 15.09, 256.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76384
