¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31481
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455641
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680775
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864891
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060554
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268796
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49083
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728084
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982056
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254582
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559504
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191762
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11009
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06208
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97902
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20525
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59194
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06087
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59904
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14963
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29555
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42003
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452549
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671489
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855047
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050101
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257653
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478996
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715422
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968528
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240049
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580764
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182939
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09939
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03702
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99892
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22372
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6591
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17019
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67069
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25947
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51296
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52544
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44944
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662447
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845487
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039907
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246839
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467435
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703088
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955303
‚(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253376
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627063
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235014
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08759
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01165
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0181
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24138
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75243
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28027
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74309
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37033
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59405
(334.68, 7.45, 353.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52653
(334.68, 7.46, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.814016
(334.68, 7.46, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.859312
(334.68, 7.46, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906229
