¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10245
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59278
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7934
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14272
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50033
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87319
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26213
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609652
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852225
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106731
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382014
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68067
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016407
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39995
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80511
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234714
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709874
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16672
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61282
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05824
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54447
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60946
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94627
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29712
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68273
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09519
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604193
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844348
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098265
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372823
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670712
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004331
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386646
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784387
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211857
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684554
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14378
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57296
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01482
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49707
(379.62, 7.48, 347.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52988
