¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16734
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48034
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9124
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41295
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35406
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5463
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74567
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95934
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18681
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37845
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90255
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271832
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678625
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090665
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523904
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864443
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15728
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47187
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93035
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43268
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43117
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63752
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8516
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07392
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24466
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33831
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890435
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258488
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663888
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067086
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497935
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855393
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14764
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48845
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94852
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45258
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53971
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74907
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96639
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11786
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20751
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30069
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39749
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878025
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24482
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648787
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043365
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4718
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846794
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13846
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50522
…(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96685
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47269
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65145
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.864
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99784
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08361
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17285
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26558
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3619
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865299
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230809
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631532
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019571
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445585
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838593
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12975
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52217
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98537
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49301
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76658
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88436
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96637
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05174
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14056
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23286
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32878
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42838
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852285
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21652
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609733
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995648
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419253
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83084
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12147
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53923
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00404
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51354
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77721
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85559
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93724
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02222
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11065
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20262
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29814
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39731
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50029
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839677
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201893
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587796
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971642
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392829
ƒ(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823467
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12937
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55646
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02288
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52887
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75105
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82911
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91041
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99509
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08316
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17474
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26992
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36871
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47131
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830124
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186965
(426.27, 9.80, 362.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565821
