¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.197193
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.273741
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.354559
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.439993
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.530434
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.626316
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.728122
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.836398
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.95176
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.074902
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.206613
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.347794
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.499475
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.662844
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.839272
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497182
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.724087
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9714
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242044
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539437
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867667
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231652
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637641
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093204
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607893
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194006
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867319
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51092
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15354
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88174
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.120099
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.192462
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.268761
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.349308
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.434451
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.524575
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.620112
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.721544
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.82941
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.944323
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.066971
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.198139
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.338719
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.489733
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.652358
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.827956
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483805
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709527
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955563
(351.65, 8.99, 316.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224719
