¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69577
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52527
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74396
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3711
(380.57, 13.69, 308.78) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 22.70205
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32985
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22123
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27921
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71342
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54769
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77597
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24581
(380.57, 13.69, 308.78) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 22.74471
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34057
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23416
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29458
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72738
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56534
(380.57, 13.69, 308.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8026
