¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338583
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730091
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20775
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740989
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951506
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991446
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03319
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07593
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11817
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16228
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20831
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25632
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3063
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35834
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.740809
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.865988
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.99872
(358.74, 9.02, 318.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.139678
