¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22914
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73376
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32805
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26687
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44963
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79327
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67832
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3298
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.618
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5159
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008154
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239656
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488129
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755448
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117063
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538126
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006691
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521574
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858398
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3348
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.821
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28727
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79741
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47102
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42806
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33848
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13771
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92315
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36217
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56596
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45978
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016621
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248746
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497862
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765939
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147615
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572086
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044628
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573819
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999993
(420.51, 14.14, 322.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44299
