¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92841
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69787
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13683
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87433
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9029
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06026
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.37408
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67961
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345212
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826566
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414225
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15208
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28367
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4045
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99186
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62827
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26336
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94266
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72665
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.12092
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91221
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95099
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11545
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.43543
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74136
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323429
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797425
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380974
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13329
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27934
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4437
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02838
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64396
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2766
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95718
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75562
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10715
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.95031
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99034
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16532
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.49823
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80393
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301138
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77098
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346928
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1117
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27302
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47761
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0428
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6567
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29015
‹(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97196
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78472
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0955
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98901
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.03167
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21025
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.54989
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87181
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278272
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745371
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312128
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08732
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26474
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49095
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05733
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66805
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3039
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98703
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81395
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0921
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.02808
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.07552
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.25562
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.60159
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95161
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254903
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719178
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276548
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06019
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25444
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50436
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07192
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67956
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31791
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01163
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84334
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.12162
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.06435
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.11979
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30543
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.65382
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0322
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231052
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692478
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240244
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03031
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99504
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51782
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08662
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6912
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33216
‰(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03822
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87289
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15068
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09671
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15637
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35116
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70837
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11189
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206704
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665204
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203245
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997814
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00749
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53136
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1014
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70302
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3467
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06497
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90257
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18001
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12944
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19299
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39258
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.7556
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17676
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181858
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637375
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16556
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962728
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02003
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54498
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11624
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71498
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36145
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09181
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9306
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20959
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.16248
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23012
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43439
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8033
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24224
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156594
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609112
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127275
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925125
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03262
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55867
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13017
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7271
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37642
Š(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11881
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95242
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.23795
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19581
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26758
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.47676
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.85146
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30828
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130882
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580309
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088324
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885034
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04529
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57241
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14141
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73939
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39166
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14099
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97437
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26041
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22466
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.30155
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51696
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89921
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.375
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104725
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551064
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050892
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842546
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89894
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58619
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15285
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75183
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40682
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16082
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96796
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28307
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25037
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33428
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.55403
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.94153
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44224
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078126
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521362
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017475
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797761
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77996
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60007
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16439
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7644
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42681
†(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18082
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96094
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.30593
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27592
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36417
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.59144
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.98426
(364.67, 10.02, 328.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51015
