¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012014
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26457
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536121
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814259
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114902
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440978
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795713
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182976
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41718
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00486
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87636
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06971
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28924
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4781
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55964
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51866
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52909
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61116
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72686
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27632
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996041
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247274
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516389
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792963
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09185
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415915
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768408
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153118
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759857
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56533
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45203
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98047
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25967
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42458
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38635
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3149
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38968
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45721
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47715
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87603
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980061
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230054
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496788
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771761
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068922
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391049
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741337
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123527
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55675
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7548
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05441
µ(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88491
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22926
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37154
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21415
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1162
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18718
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27668
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2347
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48978
(380.23, 15.61, 276.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33113
