¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214793
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584243
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989908
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437313
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933098
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48551
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10088
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75682
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48897
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21676
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04852
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790581
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030944
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290121
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570271
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874044
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211161
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58027
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985556
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432441
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927727
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47952
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09643
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74834
(411.25, 14.79, 311.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47792
