¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.424913
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558225
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1518
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82568
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62498
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62997
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86946
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48041
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92672
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005284
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224362
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461029
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721805
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999974
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303299
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635293
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00812
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024339
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550156
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14269
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81531
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61701
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60299
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84223
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41356
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84292
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004263
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22326
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459836
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719863
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997861
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30099
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632761
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552937
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016995
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541933
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13338
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80469
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60862
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57545
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81408
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37859
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75729
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003206
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22212
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458601
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717876
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995699
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298627
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630169
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55275
Ñ(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009449
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533476
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12379
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79492
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59979
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54733
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78507
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34258
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66987
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002111
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220938
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457324
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715849
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99349
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296217
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157963
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552795
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001755
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524782
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.114
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78694
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59057
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5256
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75518
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3103
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58582
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74131
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000982
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219719
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456006
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71378
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991239
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800486
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15606
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55272
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000296
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515957
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10396
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77861
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58093
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51436
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72446
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27818
