¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708773
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989418
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295695
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631232
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000386
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408354
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861631
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367971
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937279
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58195
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31787
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16573
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15304
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22846
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70974
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72842
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12957
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89131
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75271
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.105352
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.260701
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426572
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604155
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79464
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999465
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220246
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458903
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717633
(323.00, 7.85, 370.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999058
