¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22732
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34676
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355002
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588845
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839245
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108002
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396504
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69605
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017175
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347356
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704161
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0679
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45295
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87028
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3282
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81657
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35089
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93783
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63392
(425.30, 9.60, 363.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48543
