¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759605
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24609
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7701
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3445
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98553
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52023
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9085
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32371
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7686
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0829
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13519
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19008
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25687
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32647
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3989
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47426
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55255
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63392
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71838
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80609
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8971
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632672
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84555
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072739
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320725
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592405
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886185
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204933
(395.47, 7.02, 363.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548847
