¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03465
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14626
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4127
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072357
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397937
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750838
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142244
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600892
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170735
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797365
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57714
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63013
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01525
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01116
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20823
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.51154
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074443
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400229
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753311
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146049
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604836
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174105
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.800053
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57654
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62432
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00303
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98292
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26985
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.67073
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076241
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402204
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.755454
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14942
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608096
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.176857
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801816
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57436
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6164
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98739
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94998
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33107
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.72593
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077752
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403864
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757275
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152356
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610678
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802664
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57062
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60638
Ÿ(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96698
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91352
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3919
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.77663
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078972
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405208
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758765
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154856
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.612576
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180526
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802589
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56916
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59585
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94377
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87555
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45228
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.92649
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079905
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406233
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759927
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.156922
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613788
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181441
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801591
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.568
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58916
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91776
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83351
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51223
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.97792
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080547
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406938
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760759
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158545
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614941
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18174
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.799676
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56578
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58095
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88902
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78748
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57169
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080902
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407327
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761263
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15973
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.616268
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181423
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.796839
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56249
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57121
œ(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85758
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73458
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46748
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080965
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407397
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761437
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160477
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617104
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18049
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793082
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55813
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55995
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82348
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6762
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.11872
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080738
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407147
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761282
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160785
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617445
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.178946
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78841
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55271
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54718
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8005
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61393
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.63431
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080223
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40658
(381.69, 13.95, 262.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760798
