¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12408
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35799
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61602
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88704
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17197
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47988
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99058
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48443
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01674
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3547
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.83916
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.84237
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.84884
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126367
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524769
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862892
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09631
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3426
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60282
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87265
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15704
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45846
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70131
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89948
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10632
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32235
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5782
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84749
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13061
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42846
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93312
(417.16, 13.28, 328.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43963
