¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657495
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150544
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704749
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33198
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07803
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21272
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76348
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4786
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08033
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37687
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04771
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65121
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658163
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151294
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705587
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33295
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11112
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25501
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83264
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8856
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00291
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38334
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07332
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48431
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658134
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151294
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705572
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33292
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14249
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29498
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90016
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72441
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92638
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38782
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09696
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22294
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99735
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657434
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150488
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704648
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33188
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17208
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33246
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96602
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56414
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85168
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39037
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03292
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00372
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77172
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656028
¸(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148949
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702863
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32989
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19988
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37743
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03008
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40487
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85212
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28811
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86473
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78629
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54936
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653939
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146619
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700237
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32691
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22582
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44072
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14025
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24658
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.742
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13526
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69766
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57075
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33012
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651196
(433.30, 12.16, 341.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143491
