¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768527
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076577
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411383
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776489
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187063
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639756
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14099
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6575
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17878
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61143
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98387
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38292
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81145
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23886
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59758
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97845
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21881
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42673
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64307
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86824
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1027
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34702
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60173
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89464
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24356
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61064
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167778
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368385
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578444
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807205
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473078
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753976
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060762
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394162
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757702
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163189
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613398
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11172
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60938
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12568
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62729
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00081
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40107
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8309
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21068
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56783
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94692
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28621
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49622
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71471
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94214
ô(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17904
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42585
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71012
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04845
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40422
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77866
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156329
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356731
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567301
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202251
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458135
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739534
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045104
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377129
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739115
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1395
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587229
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08271
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56202
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07347
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6388
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01877
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42029
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84848
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18404
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53967
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91714
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31847
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56831
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78907
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0189
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25827
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53423
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86264
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20771
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57065
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95279
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144972
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344572
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556264
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188551
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444158
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725259
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029637
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360298
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720741
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116003
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561344
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05398
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51539
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02212
ó(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58196
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03782
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44061
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82461
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15888
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51307
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88903
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28867
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64311
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86623
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09852
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36654
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68554
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0205
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37255
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.743
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13324
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133711
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332514
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545646
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174994
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431037
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711101
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014293
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343618
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702492
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095086
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535687
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01281
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46953
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97159
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52608
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05786
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46205
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80215
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1352
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48808
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86257
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26065
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68451
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94624
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20664
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51673
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84208
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18388
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54328
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91876
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3029
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122544
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320561
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532823
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161613
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418112
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697076
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999107
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327105
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684484
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075335
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510273
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971636
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42443
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92194
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47116
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07891
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46743
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78113
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11299
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46463
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83778
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23438
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65663
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0469
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3369
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64073
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95922
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2935
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64455
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01369
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40225
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111474
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308712
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914098
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148342
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405291
(425.10, 9.45, 363.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683199
