¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023251
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651475
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42129
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2832
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35519
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22707
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05053
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39587
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0646
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302507
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560832
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873138
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220889
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606864
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037742
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521675
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069089
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711251
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4912
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38941
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47875
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33426
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60027
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4108
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073879
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312545
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580064
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89895
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249507
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638758
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073485
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561996
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114897
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771111
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56132
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49315
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60372
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44378
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62073
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42642
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083072
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324346
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602887
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924731
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278067
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670583
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109172
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602302
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160731
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63414
²(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59785
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73006
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55547
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63547
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44275
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.654805
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341105
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625601
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950438
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306566
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702393
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144829
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642546
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206562
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890959
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72414
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70349
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85774
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48981
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65091
(430.64, 10.86, 349.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45985
