¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78509
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3201
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90804
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32299
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66532
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02789
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41243
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82091
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47873
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3851
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674221
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908581
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168003
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445873
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712888
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000977
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312731
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651086
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011056
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336781
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688425
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06917
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48264
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94534
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38781
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87148
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41475
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01216
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41967
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76724
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13545
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52614
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93185
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60413
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70109
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685144
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920029
(414.87, 14.70, 313.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179884
