¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718643
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833219
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952455
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143893
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436703
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11614
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55941
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02633
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50282
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380452
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481734
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587005
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696416
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810264
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928682
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070236
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357459
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1153
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55247
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98505
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32292
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68402
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36095
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461619
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566228
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674974
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788065
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905758
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028265
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279965
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11453
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5149
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82199
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14929
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49878
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342155
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442223
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546197
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654247
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766664
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883626
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005338
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204092
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39562
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36646
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66437
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98165
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3201
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324005
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423534
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526892
¶(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634335
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746074
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86231
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983294
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129884
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421907
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22276
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.512
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81965
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14757
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49781
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306556
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405471
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50826
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615103
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726202
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841773
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962064
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087314
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343776
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0872
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36451
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66306
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98103
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32032
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289772
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388155
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49041
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596624
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707125
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822037
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941633
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066183
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267312
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959102
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22182
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51169
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82014
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14902
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273628
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371529
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473216
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578904
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68876
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803068
(380.54, 15.24, 273.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922025
