¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5896
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28733
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90828
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73635
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98072
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26309
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55929
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87034
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15726
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39911
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65117
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99227
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161229
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381835
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619847
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877368
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156848
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461166
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793727
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158594
(331.69, 7.37, 365.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.556948
