¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810034
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067653
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346658
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64985
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98033
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343586
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452758
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528604
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607111
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688419
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772575
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859704
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949955
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043386
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140195
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240506
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344435
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45219
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563865
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679686
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767635
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857412
(385.44, 6.57, 355.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950358
