¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63257
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41789
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08561
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34336
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.52579
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.49957
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.47705
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.45822
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.44305
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.43156
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.42372
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.41953
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.41899
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971444
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227444
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491979
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794028
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122718
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.479376
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.874801
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838318
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32373
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86126
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4596
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12968
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88494
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74277
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72531
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86167
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13095
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66315
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40628
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0059
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36877
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.63348
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.60714
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.58451
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.5656
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.55037
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.53882
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.53095
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.52674
(318.93, 7.03, 369.46) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.52619
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980249
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236949
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503893
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806265
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136061
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.494714
(318.93, 7.03, 369.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409216
