¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425169
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630001
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849419
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084937
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33835
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611774
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974934
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398268
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870392
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387897
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965719
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60281
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29652
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54431
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25284
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51626
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7562
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89687
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.968737
(355.60, 9.37, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.081313
