¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89868
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9872
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07918
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17475
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27399
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37699
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48387
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708426
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04473
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409078
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770987
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166908
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60177
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95822
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36831
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75787
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17955
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61853
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63643
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71468
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79625
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88111
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96938
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06112
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15647
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25548
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35824
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46483
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700065
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030866
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389095
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749206
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143009
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575442
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970063
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32806
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71442
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13251
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56557
(426.09, 9.79, 362.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6217
