¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431946
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74214
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080582
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451292
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859039
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309567
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80995
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36879
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99694
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70789
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50603
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38532
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52928
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73055
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91339
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22205
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6813
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59741
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65877
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420928
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641212
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883934
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147121
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432405
(343.24, 7.14, 364.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742623
