¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072231
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409812
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769831
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176843
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624447
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10643
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6409
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85847
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96972
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08498
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20438
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32804
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44859
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56161
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67864
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79984
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92536
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0554
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19017
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32984
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47462
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62476
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78051
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940271
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188648
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456575
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746502
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061127
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403666
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765497
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171219
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61038
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09088
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62364
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89336
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00542
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12153
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24179
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36639
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49551
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62938
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75826
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88124
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00864
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1406
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27739
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41917
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56613
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71855
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932157
(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179872
‚(371.22, 6.89, 356.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447126
