¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938994
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206357
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598453
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978866
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20185
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43658
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68407
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94521
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22115
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5265
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84824
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19033
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5547
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01717
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72256
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33014
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560758
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809892
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079773
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365392
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675118
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01325
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383869
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678748
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922
(333.70, 7.51, 361.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180673
