¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43498
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00348
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374368
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740469
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14609
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597945
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121262
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717924
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39979
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19447
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16322
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34598
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87871
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353443
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717356
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1204
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569215
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090489
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68289
(404.62, 6.81, 366.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3595
