¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44127
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97016
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58372
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18808
(386.02, 13.44, 256.32) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.71893
(386.02, 13.44, 256.32) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.69162
(386.02, 13.44, 256.32) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.66718
(386.02, 13.44, 256.32) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.64558
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351795
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661625
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990666
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348003
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740182
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133089
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50182
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903162
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40031
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92483
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56005
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04876
(386.02, 13.44, 256.32) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.78513
(386.02, 13.44, 256.32) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.75779
(386.02, 13.44, 256.32) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.73333
(386.02, 13.44, 256.32) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.71171
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338797
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646337
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976016
(386.02, 13.44, 256.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332018
