¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699832
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813055
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931545
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055646
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185712
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32207
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465221
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615569
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773688
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925643
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052217
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184828
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395124
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618217
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855231
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107526
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380684
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722914
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09306
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477748
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580957
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688805
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801629
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91966
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043272
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172825
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308657
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451227
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600981
(342.12, 7.17, 375.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752841
