¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143682
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24615
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353368
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465561
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583133
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706399
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808363
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90475
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005286
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110182
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219693
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334095
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453866
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643278
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844155
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057524
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28445
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526257
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7844
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013288
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210258
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854817
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944327
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037857
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135557
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23771
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344583
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456477
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573678
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677624
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768878
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863993
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96319
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066735
(342.06, 7.30, 376.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174792
