¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729254
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36594
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11326
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97926
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95075
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08684
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856565
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153062
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477855
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835156
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238554
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684069
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166265
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708735
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34239
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08615
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9476
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91954
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04979
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848017
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143699
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467589
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82381
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223848
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666465
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146581
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691084
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31866
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05877
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91574
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88811
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97876
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839409
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134282
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457229
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81241
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208994
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648805
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126884
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673281
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29475
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0312
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88363
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85653
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90832
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830685
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124766
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446795
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800928
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194009
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631093
¹(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110952
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655382
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27109
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00343
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85132
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82478
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83855
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821956
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115186
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436265
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789315
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179213
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613344
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094983
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637341
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25064
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97548
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8188
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77863
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76937
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813141
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105537
(418.94, 14.51, 315.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425715
