¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4744
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747355
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024692
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309493
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464596
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671718
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952449
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256109
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585661
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928338
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256859
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612443
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01612
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68441
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50048
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45842
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41829
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02092
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3434
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4511
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7459
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841682
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127481
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426942
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638648
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910376
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161407
(420.44, 14.17, 322.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430587
