¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494995
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956931
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52773
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93547
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16706
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41025
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66595
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97363
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26018
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39062
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52637
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66752
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81438
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9672
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1247
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28718
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45631
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63239
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18833
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51964
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86888
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8145
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461092
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770157
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048873
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350031
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682022
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0474
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463889
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922604
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5426
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88264
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11197
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35281
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60591
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8774
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19127
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32018
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45434
(330.22, 6.37, 318.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59386
