¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13984
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66286
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21493
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609227
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087837
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737859
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470625
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26439
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07008
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98986
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35728
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10484
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09315
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19877
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46292
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.88216
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69445
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63316
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00823
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40143
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84028
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39751
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92092
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43375
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02898
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570552
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043247
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666506
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359978
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13988
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94923
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86041
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27734
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00567
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96984
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10141
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33063
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76632
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43061
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34647
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96438
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35584
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76653
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19773
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70634
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2582
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9638
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71859
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53688
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998329
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594916
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250643
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01118
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8275
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73195
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19415
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8809
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88176
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97901
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21749
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.64989
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25962
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06614
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92395
(394.76, 14.86, 307.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31382
