¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.788578
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52565
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40193
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48716
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0291
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709813
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015696
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354743
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731143
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.150331
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629243
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172817
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.798177
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53678
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41516
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50871
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71258
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018737
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35833
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735124
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155484
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635385
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179785
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.807277
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54735
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4276
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52897
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17567
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715196
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021611
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361715
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738882
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160363
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641197
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18638
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.815877
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55733
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43922
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54791
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22021
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717655
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024314
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364899
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742417
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164974
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.646682
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192603
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823972
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56673
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45002
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56553
–(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26065
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719961
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026847
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367878
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745725
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169308
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651832
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198448
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.831555
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57514
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58064
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2969
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72211
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029209
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370653
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748805
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173363
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.656648
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203914
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.838625
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58109
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46914
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5923
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3289
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724103
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031402
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373225
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75166
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177145
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66113
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.209
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.845179
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58654
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47746
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60283
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35579
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72594
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033464
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375587
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754284
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180644
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66527
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213701
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851208
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59147
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48492
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61245
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36393
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727617
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035417
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377744
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.756677
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183863
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66907
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.218016
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856718
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59588
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49155
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62213
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36936
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729137
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037179
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379691
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75884
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186799
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.67253
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.221945
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.861697
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59978
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49731
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63037
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37208
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730499
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038751
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381428
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761127
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189452
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675643
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225479
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.866148
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60316
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50223
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63715
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37209
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731701
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040136
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38296
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763247
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19182
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.678415
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.228626
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.870069
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60601
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50628
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64248
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36939
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732743
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04133
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384279
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765109
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193905
¤(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.680839
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231379
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873454
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60834
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50948
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64634
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36398
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733624
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042334
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385387
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766715
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.195702
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.682916
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.233739
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.876305
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61015
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51188
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64872
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35586
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734347
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043145
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386286
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.768066
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197212
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684644
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.235702
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.878616
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61143
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51383
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64963
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34506
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734907
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043766
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386971
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769157
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198433
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686024
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.237268
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.880393
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61219
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51488
(436.57, 14.03, 298.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64908
