¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552762
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012947
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575939
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225948
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984703
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84997
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82239
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97055
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12615
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51112
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20091
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30809
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00852
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22503
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51302
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830321
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181619
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579149
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036292
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602778
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257177
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02139
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85989
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80613
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96874
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13639
(332.91, 6.85, 322.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52349
